-4	-64
-3.99199	-63.6164
-3.98398	-63.2343
-3.97598	-62.8538
-3.96797	-62.4747
-3.95996	-62.0973
-3.95195	-61.7213
-3.94394	-61.3468
-3.93594	-60.9739
-3.92793	-60.6025
-3.91992	-60.2326
-3.91191	-59.8642
-3.9039	-59.4973
-3.8959	-59.1319
-3.88789	-58.768
-3.87988	-58.4056
-3.87187	-58.0447
-3.86386	-57.6853
-3.85586	-57.3274
-3.84785	-56.971
-3.83984	-56.616
-3.83183	-56.2625
-3.82382	-55.9105
-3.81582	-55.56
-3.80781	-55.2109
-3.7998	-54.8633
-3.79179	-54.5172
-3.78378	-54.1725
-3.77578	-53.8293
-3.76777	-53.4875
-3.75976	-53.1472
-3.75175	-52.8083
-3.74374	-52.4709
-3.73574	-52.1349
-3.72773	-51.8003
-3.71972	-51.4672
-3.71171	-51.1355
-3.7037	-50.8053
-3.6957	-50.4764
-3.68769	-50.149
-3.67968	-49.823
-3.67167	-49.4984
-3.66366	-49.1753
-3.65566	-48.8535
-3.64765	-48.5332
-3.63964	-48.2142
-3.63163	-47.8967
-3.62362	-47.5805
-3.61562	-47.2658
-3.60761	-46.9524
-3.5996	-46.6404
-3.59159	-46.3298
-3.58358	-46.0206
-3.57558	-45.7128
-3.56757	-45.4064
-3.55956	-45.1013
-3.55155	-44.7976
-3.54354	-44.4952
-3.53554	-44.1942
-3.52753	-43.8946
-3.51952	-43.5964
-3.51151	-43.2994
-3.5035	-43.0039
-3.4955	-42.7097
-3.48749	-42.4168
-3.47948	-42.1253
-3.47147	-41.8351
-3.46346	-41.5463
-3.45546	-41.2587
-3.44745	-40.9725
-3.43944	-40.6877
-3.43143	-40.4042
-3.42342	-40.1219
-3.41542	-39.841
-3.40741	-39.5614
-3.3994	-39.2832
-3.39139	-39.0062
-3.38338	-38.7305
-3.37538	-38.4562
-3.36737	-38.1831
-3.35936	-37.9114
-3.35135	-37.6409
-3.34334	-37.3717
-3.33534	-37.1038
-3.32733	-36.8372
-3.31932	-36.5719
-3.31131	-36.3078
-3.3033	-36.045
-3.2953	-35.7835
-3.28729	-35.5233
-3.27928	-35.2643
-3.27127	-35.0066
-3.26326	-34.7501
-3.25526	-34.4949
-3.24725	-34.241
-3.23924	-33.9883
-3.23123	-33.7368
-3.22322	-33.4866
-3.21522	-33.2376
-3.20721	-32.9899
-3.1992	-32.7434
-3.19119	-32.4981
-3.18318	-32.2541
-3.17518	-32.0113
-3.16717	-31.7697
-3.15916	-31.5293
-3.15115	-31.2902
-3.14314	-31.0522
-3.13514	-30.8155
-3.12713	-30.5799
-3.11912	-30.3456
-3.11111	-30.1125
-3.1031	-29.8806
-3.0951	-29.6498
-3.08709	-29.4203
-3.07908	-29.1919
-3.07107	-28.9647
-3.06306	-28.7387
-3.05506	-28.5139
-3.04705	-28.2903
-3.03904	-28.0678
-3.03103	-27.8465
-3.02302	-27.6264
-3.01502	-27.4074
-3.00701	-27.1896
-2.999	-26.973
-2.99099	-26.7575
-2.98298	-26.5431
-2.97497	-26.3299
-2.96697	-26.1179
-2.95896	-25.907
-2.95095	-25.6972
-2.94294	-25.4886
-2.93493	-25.2811
-2.92693	-25.0747
-2.91892	-24.8694
-2.91091	-24.6653
-2.9029	-24.4623
-2.89489	-24.2604
-2.88689	-24.0596
-2.87888	-23.86
-2.87087	-23.6614
-2.86286	-23.464
-2.85485	-23.2676
-2.84685	-23.0724
-2.83884	-22.8782
-2.83083	-22.6852
-2.82282	-22.4932
-2.81481	-22.3023
-2.80681	-22.1125
-2.7988	-21.9238
-2.79079	-21.7361
-2.78278	-21.5495
-2.77477	-21.364
-2.76677	-21.1796
-2.75876	-20.9962
-2.75075	-20.8139
-2.74274	-20.6327
-2.73473	-20.4525
-2.72673	-20.2733
-2.71872	-20.0952
-2.71071	-19.9182
-2.7027	-19.7422
-2.69469	-19.5672
-2.68669	-19.3933
-2.67868	-19.2204
-2.67067	-19.0485
-2.66266	-18.8777
-2.65465	-18.7079
-2.64665	-18.5391
-2.63864	-18.3713
-2.63063	-18.2045
-2.62262	-18.0388
-2.61461	-17.8741
-2.60661	-17.7103
-2.5986	-17.5476
-2.59059	-17.3859
-2.58258	-17.2251
-2.57457	-17.0654
-2.56657	-16.9067
-2.55856	-16.7489
-2.55055	-16.5921
-2.54254	-16.4363
-2.53453	-16.2815
-2.52653	-16.1277
-2.51852	-15.9748
-2.51051	-15.8229
-2.5025	-15.672
-2.49449	-15.522
-2.48649	-15.373
-2.47848	-15.2249
-2.47047	-15.0778
-2.46246	-14.9317
-2.45445	-14.7865
-2.44645	-14.6422
-2.43844	-14.4989
-2.43043	-14.3565
-2.42242	-14.2151
-2.41441	-14.0746
-2.40641	-13.935
-2.3984	-13.7963
-2.39039	-13.6586
-2.38238	-13.5218
-2.37437	-13.3859
-2.36637	-13.2509
-2.35836	-13.1168
-2.35035	-12.9837
-2.34234	-12.8514
-2.33433	-12.7201
-2.32633	-12.5896
-2.31832	-12.46
-2.31031	-12.3314
-2.3023	-12.2036
-2.29429	-12.0767
-2.28629	-11.9507
-2.27828	-11.8255
-2.27027	-11.7013
-2.26226	-11.5779
-2.25425	-11.4554
-2.24625	-11.3337
-2.23824	-11.2129
-2.23023	-11.093
-2.22222	-10.9739
-2.21421	-10.8557
-2.20621	-10.7384
-2.1982	-10.6219
-2.19019	-10.5062
-2.18218	-10.3914
-2.17417	-10.2774
-2.16617	-10.1642
-2.15816	-10.0519
-2.15015	-9.94046
